eprintid	eprint_status	created
150	archive	2010-10-06
151	archive	2010-10-06
152	archive	2010-10-06
153	archive	2010-10-06
154	archive	2010-10-06
155	archive	2010-10-06
156	archive	2010-10-06
157	archive	2010-10-06
158	archive	2010-10-06
159	archive	2010-10-06
161	archive	2010-10-08
163	archive	2010-10-12
164	archive	2010-10-12
165	archive	2010-10-12
167	archive	2010-10-13
168	archive	2010-10-12
169	archive	2010-10-12
170	archive	2010-10-12
171	archive	2010-10-12
172	archive	2010-10-12
174	archive	2010-10-12
175	archive	2010-10-13
176	archive	2010-10-13
177	archive	2010-10-13
178	archive	2010-10-13
179	archive	2010-10-13
180	archive	2010-10-13
181	archive	2010-10-13
182	archive	2010-10-13
183	archive	2010-10-13
184	archive	2010-10-13
185	archive	2010-10-13
186	archive	2010-10-13
187	archive	2010-10-13
188	archive	2010-10-13
190	archive	2010-10-13
191	archive	2010-10-13
192	archive	2010-10-13
193	archive	2010-10-13
194	archive	2010-10-13
195	archive	2010-10-13
196	archive	2010-10-13
197	archive	2010-10-13
198	archive	2010-10-13
199	archive	2010-10-13
200	archive	2010-10-13
201	archive	2010-10-13
202	archive	2010-10-13
203	archive	2010-10-13
204	archive	2010-10-13
205	archive	2010-10-13
206	archive	2010-10-13
207	archive	2010-10-13
208	archive	2010-10-13
209	archive	2010-10-13
210	archive	2010-10-13
211	archive	2010-10-13
212	archive	2010-10-13
213	archive	2010-10-13
214	archive	2010-10-13
216	archive	2010-10-13
217	archive	2010-10-13
218	archive	2010-10-13
219	archive	2010-10-13
220	archive	2010-10-13
221	archive	2010-10-13
222	archive	2010-10-13
223	archive	2010-10-13
224	archive	2010-10-13
225	archive	2010-10-13
226	archive	2010-10-13
227	archive	2010-10-13
230	archive	2010-10-13
231	archive	2010-10-13
232	archive	2010-10-13
233	archive	2010-10-13
234	archive	2010-10-13
235	archive	2010-10-13
237	archive	2010-10-13
238	archive	2010-10-13
239	archive	2010-10-13
240	archive	2010-10-13
241	archive	2010-10-13
242	archive	2010-10-15
246	archive	2010-10-15
251	archive	2010-10-13
252	archive	2010-10-13
253	archive	2010-10-13
254	archive	2010-10-13
255	archive	2010-10-13
256	archive	2010-10-13
257	archive	2010-10-13
258	archive	2010-10-13
259	archive	2010-10-13
260	archive	2010-10-13
261	archive	2010-10-15
263	archive	2010-10-15
264	archive	2010-10-13
265	archive	2010-10-13
266	archive	2010-10-13
267	archive	2010-10-13
268	archive	2010-10-13
269	archive	2010-10-13
270	archive	2010-10-13
271	archive	2010-10-13
272	archive	2010-10-15
273	archive	2010-10-13
274	archive	2010-10-13
275	archive	2010-10-13
276	archive	2010-10-13
277	archive	2010-10-15
278	archive	2010-10-15
279	archive	2010-10-13
280	archive	2010-10-13
281	archive	2010-10-15
282	archive	2010-10-15
288	archive	2010-10-15
289	archive	2010-10-15
290	archive	2010-10-15
291	archive	2010-10-14
292	archive	2010-10-13
293	archive	2010-10-13
294	archive	2010-10-13
295	archive	2010-10-13
296	archive	2010-10-13
297	archive	2010-10-13
301	archive	2010-10-15
303	archive	2010-10-14
304	archive	2010-10-14
305	archive	2010-10-14
306	archive	2010-10-14
307	archive	2010-10-14
308	archive	2010-10-14
309	archive	2010-10-14
310	archive	2010-10-13
311	archive	2010-10-13
312	archive	2010-10-15
313	archive	2010-10-15
314	archive	2010-10-15
315	archive	2010-10-13
316	archive	2010-10-15
317	archive	2010-10-15
318	archive	2010-10-15
319	archive	2010-10-15
320	archive	2010-10-15
321	archive	2010-10-15
322	archive	2010-10-15
323	archive	2010-10-15
324	archive	2010-10-15
325	archive	2010-10-15
326	archive	2010-10-15
327	archive	2010-10-15
328	archive	2010-10-15
329	archive	2010-10-15
330	archive	2010-10-15
331	archive	2010-10-15
332	archive	2010-10-15
333	archive	2010-10-15
334	archive	2010-10-15
335	archive	2010-10-15
336	archive	2010-10-15
337	archive	2010-10-15
338	archive	2010-10-15
339	archive	2010-10-15
340	archive	2010-10-15
341	archive	2010-10-15
342	archive	2010-10-15
343	archive	2010-10-15
344	archive	2010-10-15
345	archive	2010-10-15
346	archive	2010-10-15
347	archive	2010-10-15
348	archive	2010-10-15
349	archive	2010-10-15
350	archive	2010-10-15
351	archive	2010-10-15
352	archive	2010-10-15
353	archive	2010-10-15
354	archive	2010-10-15
355	archive	2010-10-15
356	archive	2010-10-15
357	archive	2010-10-15
358	archive	2010-10-20
359	archive	2010-10-15
360	archive	2010-10-15
361	archive	2010-10-15
362	archive	2010-10-15
363	archive	2010-10-15
364	archive	2010-10-15
365	archive	2010-10-15
366	archive	2010-10-15
367	archive	2010-10-15
368	archive	2010-10-15
369	archive	2010-10-15
370	archive	2010-10-15
371	archive	2010-10-18
372	archive	2010-10-14
373	archive	2010-10-14
374	archive	2010-10-14
375	archive	2010-10-14
376	archive	2010-10-14
377	archive	2010-10-15
378	archive	2010-10-15
379	archive	2010-10-15
380	archive	2010-10-15
381	archive	2010-10-15
382	archive	2010-10-15
383	archive	2010-10-15
384	archive	2010-10-15
385	archive	2010-10-15
386	archive	2010-10-15
387	archive	2010-10-15
388	archive	2010-10-15
389	archive	2010-10-15
390	archive	2010-10-15
391	archive	2010-10-15
392	archive	2010-10-15
393	archive	2010-12-06
395	archive	2010-10-13
396	archive	2010-10-15
397	archive	2010-10-15
398	archive	2010-10-15
399	archive	2010-10-15
400	archive	2010-10-15
401	archive	2010-10-15
402	archive	2010-10-15
403	archive	2010-10-15
404	archive	2010-10-15
405	archive	2010-10-15
406	archive	2010-10-15
407	archive	2010-12-03
408	archive	2010-10-15
409	archive	2010-10-15
410	archive	2010-10-15
411	archive	2010-10-15
412	archive	2010-10-15
413	archive	2010-10-15
414	archive	2010-10-15
415	archive	2010-10-15
416	archive	2010-10-15
417	archive	2010-10-15
418	archive	2010-10-15
419	archive	2010-10-15
420	archive	2010-10-15
421	archive	2010-10-15
422	archive	2010-10-15
423	archive	2010-10-15
424	archive	2010-10-15
425	archive	2010-10-15
426	archive	2010-10-15
427	archive	2010-10-15
428	archive	2010-10-15
429	archive	2010-10-15
430	archive	2010-10-15
431	archive	2010-10-15
432	archive	2010-10-15
433	archive	2010-10-15
434	archive	2010-10-15
435	archive	2010-10-15
436	archive	2010-10-15
437	archive	2010-10-15
438	archive	2010-10-15
439	archive	2010-10-15
440	archive	2010-10-15
441	archive	2010-10-15
442	archive	2010-10-15
443	archive	2010-10-15
444	archive	2010-10-15
445	archive	2010-10-15
446	archive	2010-10-15
447	archive	2010-10-15
448	archive	2010-10-15
449	archive	2010-10-15
450	archive	2010-10-15
451	archive	2010-10-15
452	archive	2010-10-15
453	archive	2010-10-15
454	archive	2010-10-15
455	archive	2010-10-15
456	archive	2010-10-15
457	archive	2010-10-15
458	archive	2010-10-15
459	archive	2010-10-14
460	archive	2010-10-14
461	archive	2010-10-14
463	archive	2010-10-15
464	archive	2010-10-15
465	archive	2010-10-18
466	archive	2010-10-15
467	archive	2010-10-15
468	archive	2010-10-15
469	archive	2010-10-15
470	archive	2010-10-15
471	archive	2010-10-15
472	archive	2010-10-15
473	archive	2010-10-15
474	archive	2010-10-15
475	archive	2010-10-15
476	archive	2010-10-15
477	archive	2010-10-15
478	archive	2010-10-15
480	archive	2010-10-15
481	archive	2010-10-15
482	archive	2010-10-18
483	archive	2010-10-15
484	archive	2010-10-15
485	archive	2010-10-15
486	archive	2010-10-15
487	archive	2010-10-15
488	archive	2010-10-15
489	archive	2010-10-15
490	archive	2010-10-15
491	archive	2010-10-15
492	archive	2010-10-15
493	archive	2010-10-15
494	archive	2010-10-15
495	archive	2010-10-18
496	archive	2010-10-18
497	archive	2010-10-18
498	archive	2010-10-18
499	archive	2010-10-18
500	archive	2010-10-18
501	archive	2010-10-18
502	archive	2010-10-15
503	archive	2010-10-15
504	archive	2010-10-15
505	archive	2010-10-18
506	archive	2010-10-18
507	archive	2010-10-18
508	archive	2010-10-18
509	archive	2010-10-18
510	archive	2010-10-18
511	archive	2010-10-18
512	archive	2010-10-18
513	archive	2010-10-18
517	archive	2010-10-18
518	archive	2010-10-18
519	archive	2010-10-18
520	archive	2010-10-18
521	archive	2010-10-18
522	archive	2010-10-18
523	archive	2010-10-18
524	archive	2010-10-18
525	archive	2010-10-18
526	archive	2010-10-18
527	archive	2010-10-18
528	archive	2010-10-18
529	archive	2010-10-18
530	archive	2010-10-18
531	archive	2010-10-18
532	archive	2010-10-18
533	archive	2010-10-18
534	archive	2010-10-18
535	archive	2010-10-18
536	archive	2010-10-15
537	archive	2010-10-15
538	archive	2010-10-18
539	archive	2010-10-18
540	archive	2010-10-18
541	archive	2010-10-18
542	archive	2010-10-18
543	archive	2010-10-18
544	archive	2010-10-18
545	archive	2010-10-15
546	archive	2010-10-18
547	archive	2010-10-15
548	archive	2010-10-15
549	archive	2010-10-15
550	archive	2010-10-15
551	archive	2010-10-15
552	archive	2010-10-15
553	archive	2010-10-15
554	archive	2010-10-18
555	archive	2010-10-18
556	archive	2010-10-18
557	archive	2010-10-18
558	archive	2010-10-18
559	archive	2010-10-18
560	archive	2010-10-18
561	archive	2010-10-18
562	archive	2010-10-18
563	archive	2010-10-18
564	archive	2010-10-15
565	archive	2010-10-15
566	archive	2010-10-15
567	archive	2010-10-15
568	archive	2010-10-18
569	archive	2010-10-18
570	archive	2010-10-18
571	archive	2010-10-18
572	archive	2010-10-18
573	archive	2010-10-18
574	archive	2010-10-18
575	archive	2010-10-18
576	archive	2010-10-18
577	archive	2010-10-18
578	archive	2010-10-18
579	archive	2010-10-18
580	archive	2010-10-18
581	archive	2010-10-18
582	archive	2010-10-18
583	archive	2010-10-18
584	archive	2010-10-18
585	archive	2010-10-18
586	archive	2010-10-15
587	archive	2010-10-18
588	archive	2010-10-18
589	archive	2010-10-18
590	archive	2010-10-18
591	archive	2010-10-18
592	archive	2010-10-18
593	archive	2010-10-18
601	archive	2010-10-18
602	archive	2010-10-18
603	archive	2010-10-18
604	archive	2010-10-18
605	archive	2010-10-18
606	archive	2010-10-18
607	archive	2010-10-18
608	archive	2010-10-18
609	archive	2010-10-18
610	archive	2010-10-18
611	archive	2010-10-18
612	archive	2010-10-18
613	archive	2010-10-18
618	archive	2010-10-15
619	archive	2010-10-18
620	archive	2010-10-18
621	archive	2010-10-18
622	archive	2010-10-18
623	archive	2010-10-18
624	archive	2010-10-18
625	archive	2010-10-18
626	archive	2010-10-18
628	archive	2010-10-18
629	archive	2010-10-15
630	archive	2010-10-18
631	archive	2010-10-18
632	archive	2010-10-18
633	archive	2010-10-18
634	archive	2010-10-18
635	archive	2010-10-18
637	archive	2010-10-18
638	archive	2010-10-18
639	archive	2010-10-18
640	archive	2010-10-18
641	archive	2010-10-18
642	archive	2010-10-18
643	archive	2010-10-18
644	archive	2010-10-18
645	archive	2010-10-18
646	archive	2010-10-18
647	archive	2010-10-18
648	archive	2010-10-18
649	archive	2010-10-18
650	archive	2010-10-18
651	archive	2010-10-18
652	archive	2010-10-18
653	archive	2010-10-18
654	archive	2010-10-18
655	archive	2010-10-18
656	archive	2010-10-15
657	archive	2010-10-15
660	archive	2010-10-18
661	archive	2010-10-18
662	archive	2010-10-15
663	archive	2010-10-18
664	archive	2010-10-18
665	archive	2010-10-18
666	archive	2010-10-18
667	archive	2010-10-18
668	archive	2010-10-20
669	archive	2010-10-20
670	archive	2010-10-20
671	archive	2010-12-03
672	archive	2010-10-20
673	archive	2010-10-20
674	archive	2010-10-20
675	archive	2010-10-20
676	archive	2010-10-20
677	archive	2010-10-20
678	archive	2010-10-20
679	archive	2010-10-20
680	archive	2010-10-20
681	archive	2010-10-20
682	archive	2010-10-20
683	archive	2010-10-20
684	archive	2010-10-20
685	archive	2010-10-20
686	archive	2010-10-20
687	archive	2010-10-20
688	archive	2010-10-20
689	archive	2010-10-20
690	archive	2010-10-20
691	archive	2010-10-20
696	archive	2010-10-18
697	archive	2010-10-18
698	archive	2010-10-18
699	archive	2010-10-18
700	archive	2010-10-18
701	archive	2010-10-18
702	archive	2010-10-18
703	archive	2010-10-18
704	archive	2010-10-18
705	archive	2010-10-20
706	archive	2010-10-20
707	archive	2010-10-20
708	archive	2010-10-20
709	archive	2010-10-20
710	archive	2010-10-20
711	archive	2010-10-20
712	archive	2010-10-20
713	archive	2010-10-20
714	archive	2010-10-20
715	archive	2010-10-20
716	archive	2010-12-03
729	archive	2010-10-18
730	archive	2010-10-18
731	archive	2010-10-18
732	archive	2010-10-18
733	archive	2010-10-18
734	archive	2010-10-18
735	archive	2010-10-18
736	archive	2010-10-18
737	archive	2010-10-18
740	archive	2010-10-20
741	archive	2010-10-20
742	archive	2010-10-20
743	archive	2010-10-20
744	archive	2010-10-20
746	archive	2010-10-18
747	archive	2010-10-18
748	archive	2010-10-18
749	archive	2010-10-18
750	archive	2010-10-18
751	archive	2010-10-18
752	archive	2010-10-18
753	archive	2010-10-18
754	archive	2010-10-18
761	archive	2010-10-20
762	archive	2010-10-20
763	archive	2010-10-20
764	archive	2010-10-20
765	archive	2010-10-21
766	archive	2010-10-21
767	archive	2010-10-21
768	archive	2010-10-21
773	archive	2010-10-20
774	archive	2010-10-20
775	archive	2010-10-20
776	archive	2010-10-20
777	archive	2010-10-20
778	archive	2010-10-20
779	archive	2010-10-20
780	archive	2010-10-20
781	archive	2010-10-20
783	archive	2010-12-04
784	archive	2010-10-20
785	archive	2010-10-20
786	archive	2010-10-20
787	archive	2010-10-18
789	archive	2010-10-20
790	archive	2010-10-20
791	archive	2010-10-20
792	archive	2010-10-20
793	archive	2010-10-20
795	archive	2010-10-21
796	archive	2010-10-20
797	archive	2010-10-20
798	archive	2011-02-16
799	archive	2010-11-04
800	archive	2010-12-07
801	archive	2010-12-07
802	archive	2010-12-04
803	archive	2010-12-07
804	archive	2010-12-07
805	archive	2010-11-15
806	archive	2010-12-07
807	archive	2010-12-07
819	archive	2010-12-09
820	archive	2010-12-09
821	archive	2010-12-09
822	archive	2010-12-09
823	archive	2010-12-09
824	archive	2010-12-09
825	archive	2010-12-08
826	archive	2010-12-08
827	archive	2010-12-07
828	archive	2011-02-16
829	archive	2010-10-20
830	archive	2010-10-20
831	archive	2010-10-20
832	archive	2010-10-20
843	archive	2010-12-08
844	archive	2010-12-08
845	archive	2010-12-08
846	archive	2010-12-08
847	archive	2010-12-07
848	archive	2010-12-07
849	archive	2010-12-07
850	archive	2010-10-20
851	archive	2010-10-20
852	archive	2010-10-20
853	archive	2010-10-20
854	archive	2010-10-20
856	archive	2010-12-08
857	archive	2010-12-08
858	archive	2010-12-08
859	archive	2010-12-08
860	archive	2010-12-08
861	archive	2010-12-08
862	archive	2010-12-08
863	archive	2010-12-08
864	archive	2010-12-08
865	archive	2010-12-06
866	archive	2010-12-06
867	archive	2010-12-06
868	archive	2010-12-06
869	archive	2010-12-06
870	archive	2010-12-06
871	archive	2010-12-06
872	archive	2010-10-20
873	archive	2010-10-20
874	archive	2010-10-20
875	archive	2010-12-07
876	archive	2010-12-07
877	archive	2010-12-06
878	archive	2010-12-06
879	archive	2010-12-06
880	archive	2010-12-06
881	archive	2010-12-06
882	archive	2010-10-20
883	archive	2010-10-20
885	archive	2010-12-08
886	archive	2010-12-08
887	archive	2010-12-08
888	archive	2010-12-08
889	archive	2010-12-08
890	archive	2010-10-20
891	archive	2010-10-20
892	archive	2010-12-07
893	archive	2010-12-07
894	archive	2010-12-07
895	archive	2010-12-07
896	archive	2010-12-07
897	archive	2010-12-07
898	archive	2010-11-10
899	archive	2010-10-20
901	archive	2010-12-14
902	archive	2010-12-14
903	archive	2010-12-10
904	archive	2010-12-09
905	archive	2010-10-20
906	archive	2010-10-20
907	archive	2010-12-09
908	archive	2010-12-10
909	archive	2010-12-10
910	archive	2010-12-10
911	archive	2010-12-10
912	archive	2010-12-10
913	archive	2010-12-09
914	archive	2010-10-20
915	archive	2010-10-20
916	archive	2010-10-20
917	archive	2010-10-20
918	archive	2010-12-10
919	archive	2010-12-10
920	archive	2010-12-09
921	archive	2010-12-09
922	archive	2010-12-09
923	archive	2010-12-09
924	archive	2010-12-09
925	archive	2010-12-09
926	archive	2010-12-09
927	archive	2010-10-20
928	archive	2010-10-20
930	archive	2010-12-09
931	archive	2010-12-09
932	archive	2010-12-09
933	archive	2010-12-09
934	archive	2010-12-09
935	archive	2010-12-09
936	archive	2010-12-09
937	archive	2010-12-09
938	archive	2010-12-09
939	archive	2010-12-16
940	archive	2010-12-15
941	archive	2010-12-10
942	archive	2010-12-10
943	archive	2010-12-10
944	archive	2010-12-10
945	archive	2010-12-09
946	archive	2010-12-09
947	archive	2010-12-14
948	archive	2010-12-15
949	archive	2010-12-15
950	archive	2010-12-15
951	archive	2010-12-15
952	archive	2010-12-03
953	archive	2010-12-03
954	archive	2010-12-03
955	archive	2010-12-03
956	archive	2010-12-03
957	archive	2010-12-03
958	archive	2010-12-03
959	archive	2010-12-03
960	archive	2010-12-03
961	archive	2010-12-03
962	archive	2010-12-03
963	archive	2010-12-03
964	archive	2010-12-03
965	archive	2010-12-03
966	archive	2010-12-03
970	archive	2010-12-11
971	archive	2010-12-11
972	archive	2010-12-11
973	archive	2010-12-14
974	archive	2010-12-14
975	archive	2010-12-03
976	archive	2010-12-14
977	archive	2010-12-14
978	archive	2010-12-14
979	archive	2010-12-14
980	archive	2010-12-04
981	archive	2010-12-03
982	archive	2010-12-16
983	archive	2010-12-16
984	archive	2010-12-16
985	archive	2010-12-16
986	archive	2010-12-16
987	archive	2010-12-16
988	archive	2010-12-16
990	archive	2010-12-14
991	archive	2010-12-14
992	archive	2010-12-13
993	archive	2010-12-13
994	archive	2010-12-13
995	archive	2010-12-13
996	archive	2010-12-13
998	archive	2010-12-14
999	archive	2010-12-14
1000	archive	2010-12-14
1001	archive	2010-12-14
1002	archive	2010-12-14
1003	archive	2010-12-14
1004	archive	2010-12-14
1005	archive	2010-12-14
1006	archive	2010-12-16
1007	archive	2010-12-16
1008	archive	2010-12-16
1009	archive	2010-12-16
1010	archive	2010-12-16
1011	archive	2010-12-16
1012	archive	2010-12-16
1014	archive	2010-12-14
1015	archive	2010-12-14
1016	archive	2010-12-14
1017	archive	2010-12-14
1018	archive	2010-12-16
1019	archive	2010-12-16
1020	archive	2010-12-16
1021	archive	2010-12-16
1022	archive	2010-12-16
1023	archive	2010-12-16
1024	archive	2010-12-16
1025	archive	2010-12-16
1026	archive	2010-12-16
1027	archive	2010-12-16
1028	archive	2010-12-16
1029	archive	2010-12-16
1030	archive	2010-12-16
1031	archive	2010-12-16
1032	archive	2010-12-16
1033	archive	2010-12-16
1034	archive	2010-12-16
1035	archive	2010-12-16
1036	archive	2010-12-20
1037	archive	2010-12-20
1039	archive	2010-12-20
1040	archive	2010-12-21
1041	archive	2010-12-21
1042	archive	2010-12-21
1043	archive	2010-12-21
1044	archive	2010-12-21
1045	archive	2010-12-21
1046	archive	2010-12-20
1047	archive	2010-12-20
1048	archive	2010-12-20
1049	archive	2010-12-20
1053	archive	2010-12-21
1054	archive	2010-12-21
1055	archive	2010-12-21
1056	archive	2010-12-21
1057	archive	2010-12-21
1058	archive	2010-12-21
1059	archive	2010-12-20
1060	archive	2010-12-21
1061	archive	2010-12-21
1062	archive	2010-12-21
1063	archive	2010-12-20
1064	archive	2010-12-20
1065	archive	2010-12-20
1066	archive	2010-12-20
1067	archive	2010-12-20
1068	archive	2010-12-20
1078	archive	2010-12-21
1079	archive	2010-12-21
1080	archive	2010-12-21
1081	archive	2010-12-21
1082	archive	2010-12-21
1083	archive	2010-12-21
1084	archive	2010-12-21
1085	archive	2010-12-21
1086	archive	2010-12-20
1087	archive	2010-12-20
1088	archive	2010-12-20
1089	archive	2010-12-20
1090	archive	2010-12-20
1091	archive	2010-12-20
1092	archive	2010-12-20
1093	archive	2010-12-20
1094	archive	2010-12-20
1095	archive	2010-12-20
1096	archive	2010-12-21
1097	archive	2010-12-21
1098	archive	2010-12-21
1099	archive	2010-12-21
1100	archive	2010-12-21
1102	archive	2010-12-21
1103	archive	2010-12-21
1104	archive	2010-12-21
1105	archive	2010-12-21
1106	archive	2010-12-21
1107	archive	2010-12-21
1108	archive	2010-12-21
1110	archive	2010-12-21
1111	archive	2010-12-21
1112	archive	2010-12-21
1114	archive	2010-12-21
1115	archive	2010-12-21
1116	archive	2010-12-21
1117	archive	2010-12-21
1118	archive	2010-12-21
1119	archive	2010-12-21
1120	archive	2010-12-21
1121	archive	2010-12-21
1122	archive	2010-12-21
1123	archive	2010-12-21
1124	archive	2010-12-21
1125	archive	2010-12-21
1126	archive	2010-12-21
1127	archive	2010-12-21
1128	archive	2010-12-21
1129	archive	2010-12-21
1130	archive	2010-12-21
1131	archive	2010-12-21
1132	archive	2010-12-21
1133	archive	2010-12-21
1134	archive	2010-12-21
1135	archive	2010-12-21
1136	archive	2010-12-21
1137	archive	2010-12-21
1138	archive	2010-12-21
1139	archive	2010-12-21
1140	archive	2010-12-21
1141	archive	2010-12-21
1142	archive	2010-12-21
1143	archive	2010-12-21
1144	archive	2010-12-21
1145	archive	2010-12-21
1146	archive	2010-12-21
1147	archive	2010-12-21
1148	archive	2010-12-21
1149	archive	2010-12-21
1150	archive	2010-12-21
1151	archive	2010-12-21
1152	archive	2010-12-21
1153	archive	2010-12-21
1154	archive	2010-12-21
1155	archive	2010-12-21
1156	archive	2010-12-21
1157	archive	2010-12-21
1158	archive	2010-12-21
1159	archive	2010-12-21
1160	archive	2010-12-21
1161	archive	2010-12-21
1162	archive	2010-12-21
1163	archive	2010-12-21
1164	archive	2010-12-21
1165	archive	2010-12-21
1166	archive	2010-12-21
1167	archive	2010-12-21
1168	archive	2010-12-21
1169	archive	2010-12-21
1170	archive	2010-12-22
1171	archive	2010-12-22
1172	archive	2010-12-22
1173	archive	2010-12-22
1174	archive	2010-12-22
1175	archive	2010-12-22
1176	archive	2010-12-22
1177	archive	2010-12-22
1178	archive	2010-12-21
1179	archive	2010-12-22
1180	archive	2010-12-21
1181	archive	2010-12-21
1182	archive	2010-12-21
1183	archive	2010-12-21
1184	archive	2010-12-21
1185	archive	2010-12-21
1186	archive	2010-12-21
1187	archive	2010-12-21
1188	archive	2010-12-23
1189	archive	2010-12-22
1190	archive	2010-12-22
1191	archive	2010-12-22
1192	archive	2010-12-22
1193	archive	2010-12-22
1194	archive	2010-12-22
1195	archive	2010-12-23
1196	archive	2010-12-23
1197	archive	2010-12-23
1198	archive	2010-12-23
1199	archive	2010-12-23
1200	archive	2010-12-23
1201	archive	2010-12-23
1202	archive	2010-12-23
1203	archive	2010-12-23
1204	archive	2010-12-23
1205	archive	2010-12-23
1206	archive	2010-12-23
1207	archive	2010-12-23
1209	archive	2011-01-07
1210	archive	2011-01-06
1211	archive	2010-12-21
1212	archive	2010-12-21
1213	archive	2010-12-22
1214	archive	2010-12-22
1215	archive	2010-12-22
1216	archive	2010-12-23
1218	archive	2011-01-06
1219	archive	2011-01-07
1220	archive	2011-01-07
1221	archive	2011-01-07
1222	archive	2011-01-07
1223	archive	2011-01-07
1224	archive	2011-01-07
1225	archive	2011-01-07
1226	archive	2010-12-23
1227	archive	2010-12-15
1228	archive	2011-01-04
1229	archive	2011-01-05
1230	archive	2010-12-15
1231	archive	2010-12-15
1232	archive	2010-12-15
1233	archive	2011-01-06
1234	archive	2010-12-15
1235	archive	2011-01-06
1236	archive	2010-12-15
1237	archive	2011-01-06
1238	archive	2010-12-15
1239	archive	2011-01-06
1240	archive	2011-01-06
1241	archive	2010-12-15
1242	archive	2010-12-23
1243	archive	2010-12-23
1244	archive	2010-12-15
1245	archive	2010-12-23
1246	archive	2010-12-15
1248	archive	2011-01-07
1249	archive	2011-01-07
1250	archive	2010-12-23
1251	archive	2011-01-07
1252	archive	2011-01-07
1253	archive	2011-01-06
1254	archive	2011-01-06
1255	archive	2011-01-06
1256	archive	2010-12-15
1257	archive	2010-12-15
1258	archive	2010-12-15
1259	archive	2010-12-15
1263	archive	2011-01-07
1264	archive	2011-01-07
1265	archive	2011-01-07
1266	archive	2011-01-07
1267	archive	2011-01-07
1268	archive	2011-01-07
1269	archive	2011-01-07
1270	archive	2011-01-07
1271	archive	2010-12-23
1272	archive	2010-12-23
1273	archive	2010-12-23
1274	archive	2010-12-23
1275	archive	2010-12-23
1276	archive	2010-12-23
1277	archive	2010-12-23
1278	archive	2010-12-23
1279	archive	2010-12-23
1280	archive	2010-12-23
1281	archive	2010-12-23
1282	archive	2010-12-23
1283	archive	2010-12-23
1284	archive	2010-12-23
1285	archive	2010-12-23
1286	archive	2011-01-04
1287	archive	2011-01-04
1288	archive	2011-01-04
1289	archive	2011-01-07
1290	archive	2011-01-07
1291	archive	2011-01-07
1292	archive	2011-01-07
1293	archive	2011-01-07
1294	archive	2011-01-07
1295	archive	2011-01-07
1296	archive	2011-01-07
1297	archive	2011-01-07
1298	archive	2011-01-07
1299	archive	2011-01-07
1300	archive	2011-01-07
1301	archive	2011-01-07
1302	archive	2011-01-07
1303	archive	2011-01-07
1304	archive	2011-01-07
1305	archive	2011-01-07
1306	archive	2010-12-16
1307	archive	2010-11-10
1308	archive	2010-12-16
1309	archive	2010-12-16
1310	archive	2011-01-07
1311	archive	2010-12-16
